"","V3","n","hgnc_symbol"
"1368","ENSG00000108622",1,"ICAM2"
"1369","ENSG00000108654",6,"DDX5"
"1370","ENSG00000108679",4,"LGALS3BP"
"1371","ENSG00000108688",1,"CCL7"
"1372","ENSG00000108691",27,"CCL2"
"1373","ENSG00000108759",1,"KRT32"
"1374","ENSG00000108773",3,"KAT2A"
"1375","ENSG00000108774",1,"RAB5C"
"1376","ENSG00000108784",1,"NAGLU"
"1377","ENSG00000108786",5,"HSD17B1"
"1378","ENSG00000108798",1,"ABI3"
"1379","ENSG00000108813",1,"DLX4"
"1380","ENSG00000108819",1,"PPP1R9B"
"1381","ENSG00000108821",4,"COL1A1"
"1382","ENSG00000108823",1,"SGCA"
"1383","ENSG00000108828",1,"VAT1"
"1384","ENSG00000108829",1,"LRRC59"
"1385","ENSG00000108839",11,"ALOX12"
"1386","ENSG00000108840",2,"HDAC5"
"1387","ENSG00000108846",1,"ABCC3"
"1388","ENSG00000108848",1,"LUC7L3"
"1389","ENSG00000108854",3,"SMURF2"
"1390","ENSG00000108861",2,"DUSP3"
"1391","ENSG00000108953",3,"YWHAE"
"1392","ENSG00000108984",1,"MAP2K6"
"1393","ENSG00000109016",1,"DHRS7B"
"1394","ENSG00000109062",3,"SLC9A3R1"
"1395","ENSG00000109072",3,"VTN"
"1396","ENSG00000109084",1,"TMEM97"
"1397","ENSG00000109089",1,"CDR2L"
"1398","ENSG00000109107",1,"ALDOC"
"1399","ENSG00000109111",3,"SUPT6H"
"1400","ENSG00000109163",7,"GNRHR"
"1401","ENSG00000109193",1,"SULT1E1"
"1402","ENSG00000109320",64,"NFKB1"
"1403","ENSG00000109321",2,"AREG"
"1404","ENSG00000109332",3,"UBE2D3"
"1405","ENSG00000109424",1,"UCP1"
"1406","ENSG00000109452",6,"INPP4B"
"1407","ENSG00000109471",4,"IL2"
"1408","ENSG00000109472",1,"CPE"
"1409","ENSG00000109501",1,"WFS1"
"1410","ENSG00000109536",1,"FRG1"
"1411","ENSG00000109572",1,"CLCN3"
"1412","ENSG00000109576",1,"AADAT"
"1413","ENSG00000109586",2,"GALNT7"
"1414","ENSG00000109606",2,"DHX15"
"1415","ENSG00000109610",6,"SOD3"
"1416","ENSG00000109670",2,"FBXW7"
"1417","ENSG00000109680",1,"TBC1D19"
"1418","ENSG00000109685",7,"NSD2"
"1419","ENSG00000109743",1,"BST1"
"1420","ENSG00000109756",1,"RAPGEF2"
"1421","ENSG00000109794",1,"FAM149A"
"1422","ENSG00000109805",1,"NCAPG"
"1423","ENSG00000109814",2,"UGDH"
"1424","ENSG00000109819",6,"PPARGC1A"
"1425","ENSG00000109846",1,"CRYAB"
"1426","ENSG00000109854",1,"HTATIP2"
"1427","ENSG00000109861",1,"CTSC"
"1428","ENSG00000109906",7,"ZBTB16"
"1429","ENSG00000109920",1,"FNBP4"
"1430","ENSG00000109927",1,"TECTA"
"1431","ENSG00000109956",1,"B3GAT1"
"1432","ENSG00000109971",7,"HSPA8"
"1433","ENSG00000110013",1,"SIAE"
"1434","ENSG00000110031",3,"LPXN"
"1435","ENSG00000110047",2,"EHD1"
"1436","ENSG00000110090",3,"CPT1A"
"1437","ENSG00000110092",42,"CCND1"
"1438","ENSG00000110148",1,"CCKBR"
"1439","ENSG00000110169",1,"HPX"
"1440","ENSG00000110195",1,"FOLR1"
"1441","ENSG00000110244",1,"APOA4"
"1442","ENSG00000110245",1,"APOC3"
"1443","ENSG00000110321",1,"EIF4G2"
"1444","ENSG00000110324",1,"IL10RA"
"1445","ENSG00000110328",2,"GALNT18"
"1446","ENSG00000110330",2,"BIRC2"
"1447","ENSG00000110344",1,"UBE4A"
"1448","ENSG00000110367",1,"DDX6"
"1449","ENSG00000110375",3,"UPK2"
"1450","ENSG00000110395",5,"CBL"
"1451","ENSG00000110422",2,"HIPK3"
"1452","ENSG00000110492",2,"MDK"
"1453","ENSG00000110497",1,"AMBRA1"
"1454","ENSG00000110651",1,"CD81"
"1455","ENSG00000110660",1,"SLC35F2"
"1456","ENSG00000110680",3,"CALCA"
"1457","ENSG00000110693",1,"SOX6"
"1458","ENSG00000110711",1,"AIP"
"1459","ENSG00000110721",5,"CHKA"
"1460","ENSG00000110756",1,"HPS5"
"1461","ENSG00000110768",2,"GTF2H1"
"1462","ENSG00000110851",1,"PRDM4"
"1463","ENSG00000110931",5,"CAMKK2"
"1464","ENSG00000110944",1,"IL23A"
"1465","ENSG00000110955",2,"ATP5F1B"
"1466","ENSG00000110958",4,"PTGES3"
"1467","ENSG00000111012",12,"CYP27B1"
"1468","ENSG00000111057",5,"KRT18"
"1469","ENSG00000111087",9,"GLI1"
"1470","ENSG00000111110",1,"PPM1H"
"1471","ENSG00000111142",1,"METAP2"
"1472","ENSG00000111144",1,"LTA4H"
"1473","ENSG00000111145",1,"ELK3"
"1474","ENSG00000111186",1,"WNT5B"
"1475","ENSG00000111206",10,"FOXM1"
"1476","ENSG00000111229",1,"ARPC3"
"1477","ENSG00000111231",1,"GPN3"
"1478","ENSG00000111241",1,"FGF6"
"1479","ENSG00000111252",1,"SH2B3"
"1480","ENSG00000111275",1,"ALDH2"
"1481","ENSG00000111276",48,"CDKN1B"
"1482","ENSG00000111300",1,"NAA25"
"1483","ENSG00000111319",2,"SCNN1A"
"1484","ENSG00000111321",4,"LTBR"
"1485","ENSG00000111328",1,"CDK2AP1"
"1486","ENSG00000111348",1,"ARHGDIB"
"1487","ENSG00000111424",80,"VDR"
"1488","ENSG00000111452",1,"ADGRD1"
"1489","ENSG00000111530",5,"CAND1"
"1490","ENSG00000111537",3,"IFNG"
"1491","ENSG00000111540",1,"RAB5B"
"1492","ENSG00000111602",1,"TIMELESS"
"1493","ENSG00000111605",1,"CPSF6"
"1494","ENSG00000111640",8,"GAPDH"
"1495","ENSG00000111641",1,"NOP2"
"1496","ENSG00000111653",1,"ING4"
"1497","ENSG00000111664",5,"GNB3"
"1498","ENSG00000111665",1,"CDCA3"
"1499","ENSG00000111669",2,"TPI1"
"1500","ENSG00000111674",3,"ENO2"
"1501","ENSG00000111679",4,"PTPN6"
"1502","ENSG00000111684",1,"LPCAT3"
"1503","ENSG00000111700",6,"SLCO1B3"
"1504","ENSG00000111704",5,"NANOG"
"1505","ENSG00000111716",2,"LDHB"
"1506","ENSG00000111725",7,"PRKAB1"
"1507","ENSG00000111785",1,"RIC8B"
"1508","ENSG00000111786",2,"SRSF9"
"1509","ENSG00000111796",1,"KLRB1"
"1510","ENSG00000111816",1,"FRK"
"1511","ENSG00000111837",3,"MAK"
"1512","ENSG00000111846",2,"GCNT2"
"1513","ENSG00000111859",3,"NEDD9"
"1514","ENSG00000111885",2,"MAN1A1"
"1515","ENSG00000111913",1,"RIPOR2"
"1516","ENSG00000112029",1,"FBXO5"
"1517","ENSG00000112031",1,"MTRF1L"
"1518","ENSG00000112033",3,"PPARD"
"1519","ENSG00000112062",13,"MAPK14"
"1520","ENSG00000112079",1,"STK38"
"1521","ENSG00000112081",1,"SRSF3"
"1522","ENSG00000112096",42,"SOD2"
"1523","ENSG00000112115",4,"IL17A"
"1524","ENSG00000112116",1,"IL17F"
"1525","ENSG00000112118",1,"MCM3"
"1526","ENSG00000112144",2,"ICK"
"1527","ENSG00000112159",1,"MDN1"
"1528","ENSG00000112175",3,"BMP5"
"1529","ENSG00000112182",1,"BACH2"
"1530","ENSG00000112186",1,"CAP2"
"1531","ENSG00000112208",1,"BAG2"
"1532","ENSG00000112210",1,"RAB23"
"1533","ENSG00000112234",1,"FBXL4"
"1534","ENSG00000112237",1,"CCNC"
"1535","ENSG00000112242",8,"E2F3"
"1536","ENSG00000112245",1,"PTP4A1"
"1537","ENSG00000112249",1,"ASCC3"
"1538","ENSG00000112276",2,"BVES"
"1539","ENSG00000112290",2,"WASF1"
"1540","ENSG00000112293",1,"GPLD1"
"1541","ENSG00000112297",2,"CRYBG1"
"1542","ENSG00000112320",1,"SOBP"
"1543","ENSG00000112333",1,"NR2E1"
"1544","ENSG00000112365",1,"ZBTB24"
"1545","ENSG00000112379",1,"ARFGEF3"
"1546","ENSG00000112414",1,"ADGRG6"
"1547","ENSG00000112486",2,"CCR6"
"1548","ENSG00000112514",1,"CUTA"
"1549","ENSG00000112530",1,"PACRG"
"1550","ENSG00000112531",1,"QKI"
"1551","ENSG00000112541",1,"PDE10A"
"1552","ENSG00000112562",1,"SMOC2"
"1553","ENSG00000112576",4,"CCND3"
"1554","ENSG00000112592",1,"TBP"
"1555","ENSG00000112624",1,"BICRAL"
"1556","ENSG00000112655",2,"PTK7"
"1557","ENSG00000112658",6,"SRF"
"1558","ENSG00000112667",1,"DNPH1"
"1559","ENSG00000112685",1,"EXOC2"
"1560","ENSG00000112695",1,"COX7A2"
"1561","ENSG00000112699",1,"GMDS"
"1562","ENSG00000112715",94,"VEGFA"
"1563","ENSG00000112769",1,"LAMA4"
"1564","ENSG00000112787",1,"FBRSL1"
"1565","ENSG00000112796",1,"ENPP5"
"1566","ENSG00000112851",1,"ERBIN"
"1567","ENSG00000112893",1,"MAN2A1"
"1568","ENSG00000112902",1,"SEMA5A"
"1569","ENSG00000112936",1,"C7"
"1570","ENSG00000112964",6,"GHR"
"1571","ENSG00000112972",1,"HMGCS1"
"1572","ENSG00000112977",1,"DAP"
"1573","ENSG00000112983",1,"BRD8"
"1574","ENSG00000112992",1,"NNT"
"1575","ENSG00000113013",1,"HSPA9"
"1576","ENSG00000113070",3,"HBEGF"
"1577","ENSG00000113083",2,"LOX"
"1578","ENSG00000113140",9,"SPARC"
"1579","ENSG00000113161",1,"HMGCR"
"1580","ENSG00000113163",1,"CERT1"
"1581","ENSG00000113269",1,"RNF130"
"1582","ENSG00000113273",5,"ARSB"
"1583","ENSG00000113296",2,"THBS4"
"1584","ENSG00000113302",2,"IL12B"
"1585","ENSG00000113318",1,"MSH3"
"1586","ENSG00000113368",1,"LMNB1"
"1587","ENSG00000113369",3,"ARRDC3"
"1588","ENSG00000113384",4,"GOLPH3"
"1589","ENSG00000113387",1,"SUB1"
"1590","ENSG00000113389",1,"NPR3"
"1591","ENSG00000113396",1,"SLC27A6"
"1592","ENSG00000113407",2,"TARS"
"1593","ENSG00000113430",2,"IRX4"
"1594","ENSG00000113448",5,"PDE4D"
"1595","ENSG00000113494",5,"PRLR"
"1596","ENSG00000113520",11,"IL4"
"1597","ENSG00000113522",1,"RAD50"
"1598","ENSG00000113525",1,"IL5"
"1599","ENSG00000113532",1,"ST8SIA4"
"1600","ENSG00000113555",1,"PCDH12"
"1601","ENSG00000113558",4,"SKP1"
"1602","ENSG00000113575",11,"PPP2CA"
"1603","ENSG00000113578",1,"FGF1"
"1604","ENSG00000113580",13,"NR3C1"
"1605","ENSG00000113594",1,"LIFR"
"1606","ENSG00000113600",1,"C9"
"1607","ENSG00000113645",1,"WWC1"
"1608","ENSG00000113648",5,"H2AFY"
"1609","ENSG00000113657",2,"DPYSL3"
"1610","ENSG00000113658",3,"SMAD5"
"1611","ENSG00000113712",1,"CSNK1A1"
"1612","ENSG00000113719",2,"ERGIC1"
"1613","ENSG00000113721",7,"PDGFRB"
"1614","ENSG00000113734",1,"BNIP1"
"1615","ENSG00000113739",2,"STC2"
"1616","ENSG00000113811",1,"SELENOK"
"1617","ENSG00000113889",2,"KNG1"
"1618","ENSG00000113905",1,"HRG"
"1619","ENSG00000113924",1,"HGD"
"1620","ENSG00000114019",1,"AMOTL2"
"1621","ENSG00000114021",1,"NIT2"
"1622","ENSG00000114023",1,"FAM162A"
"1623","ENSG00000114026",13,"OGG1"
"1624","ENSG00000114030",4,"KPNA1"
"1625","ENSG00000114054",1,"PCCB"
"1626","ENSG00000114062",7,"UBE3A"
"1627","ENSG00000114120",1,"SLC25A36"
"1628","ENSG00000114125",1,"RNF7"
"1629","ENSG00000114127",1,"XRN1"
"1630","ENSG00000114166",8,"KAT2B"
"1631","ENSG00000114200",3,"BCHE"
"1632","ENSG00000114204",1,"SERPINI2"
"1633","ENSG00000114209",3,"PDCD10"
"1634","ENSG00000114251",15,"WNT5A"
"1635","ENSG00000114268",3,"PFKFB4"
"1636","ENSG00000114270",1,"COL7A1"
"1637","ENSG00000114279",1,"FGF12"
"1638","ENSG00000114302",1,"PRKAR2A"
"1639","ENSG00000114315",2,"HES1"
"1640","ENSG00000114331",1,"ACAP2"
"1641","ENSG00000114346",1,"ECT2"
"1642","ENSG00000114353",3,"GNAI2"
"1643","ENSG00000114374",3,"USP9Y"
"1644","ENSG00000114378",4,"HYAL1"
"1645","ENSG00000114388",2,"NPRL2"
"1646","ENSG00000114391",2,"RPL24"
"1647","ENSG00000114416",4,"FXR1"
"1648","ENSG00000114450",1,"GNB4"
"1649","ENSG00000114480",1,"GBE1"
"1650","ENSG00000114491",2,"UMPS"
"1651","ENSG00000114544",1,"SLC41A3"
"1652","ENSG00000114573",3,"ATP6V1A"
"1653","ENSG00000114650",1,"SCAP"
"1654","ENSG00000114737",1,"CISH"
"1655","ENSG00000114739",1,"ACVR2B"
"1656","ENSG00000114742",2,"WDR48"
"1657","ENSG00000114745",1,"GORASP1"
"1658","ENSG00000114779",1,"ABHD14B"
"1659","ENSG00000114790",4,"ARHGEF26"
"1660","ENSG00000114812",3,"VIPR1"
"1661","ENSG00000114841",1,"DNAH1"
"1662","ENSG00000114861",5,"FOXP1"
"1663","ENSG00000114867",1,"EIF4G1"
"1664","ENSG00000114982",1,"KANSL3"
"1665","ENSG00000115008",7,"IL1A"
"1666","ENSG00000115041",1,"KCNIP3"
"1667","ENSG00000115053",6,"NCL"
"1668","ENSG00000115073",1,"ACTR1B"
"1669","ENSG00000115084",1,"SLC35F5"
"1670","ENSG00000115085",2,"ZAP70"
"1671","ENSG00000115091",1,"ACTR3"
"1672","ENSG00000115107",5,"STEAP3"
"1673","ENSG00000115129",1,"TP53I3"
"1674","ENSG00000115138",3,"POMC"
"1675","ENSG00000115159",2,"GPD2"
"1676","ENSG00000115170",4,"ACVR1"
"1677","ENSG00000115183",2,"TANC1"
"1678","ENSG00000115194",1,"SLC30A3"
"1679","ENSG00000115211",1,"EIF2B4"
"1680","ENSG00000115216",1,"NRBP1"
"1681","ENSG00000115221",2,"ITGB6"
"1682","ENSG00000115232",1,"ITGA4"
"1683","ENSG00000115263",1,"GCG"
"1684","ENSG00000115267",2,"IFIH1"
"1685","ENSG00000115271",1,"GCA"
"1686","ENSG00000115274",1,"INO80B"
"1687","ENSG00000115286",1,"NDUFS7"
"1688","ENSG00000115306",1,"SPTBN1"
"1689","ENSG00000115355",1,"CCDC88A"
"1690","ENSG00000115361",1,"ACADL"
"1691","ENSG00000115365",2,"LANCL1"
"1692","ENSG00000115380",4,"EFEMP1"
"1693","ENSG00000115386",1,"REG1A"
"1694","ENSG00000115414",11,"FN1"
"1695","ENSG00000115415",5,"STAT1"
"1696","ENSG00000115419",1,"GLS"
"1697","ENSG00000115457",14,"IGFBP2"
"1698","ENSG00000115461",4,"IGFBP5"
"1699","ENSG00000115468",1,"EFHD1"
"1700","ENSG00000115484",1,"CCT4"
"1701","ENSG00000115486",1,"GGCX"
"1702","ENSG00000115488",1,"NEU2"
"1703","ENSG00000115504",15,"EHBP1"
"1704","ENSG00000115507",1,"OTX1"
"1705","ENSG00000115524",1,"SF3B1"
"1706","ENSG00000115548",3,"KDM3A"
"1707","ENSG00000115561",1,"CHMP3"
"1708","ENSG00000115641",6,"FHL2"
"1709","ENSG00000115648",4,"MLPH"
"1710","ENSG00000115652",1,"UXS1"
"1711","ENSG00000115657",2,"ABCB6"
"1712","ENSG00000115677",2,"HDLBP"
"1713","ENSG00000115685",1,"PPP1R7"
"1714","ENSG00000115694",3,"STK25"
"1715","ENSG00000115718",1,"PROC"
"1716","ENSG00000115738",3,"ID2"
"1717","ENSG00000115750",2,"TAF1B"
"1718","ENSG00000115756",1,"HPCAL1"
"1719","ENSG00000115758",3,"ODC1"
"1720","ENSG00000115760",2,"BIRC6"
"1721","ENSG00000115761",1,"NOL10"
"1722","ENSG00000115808",1,"STRN"
"1723","ENSG00000115825",3,"PRKD3"
"1724","ENSG00000115828",1,"QPCT"
"1725","ENSG00000115841",1,"RMDN2"
"1726","ENSG00000115844",1,"DLX2"
"1727","ENSG00000115850",2,"LCT"
"1728","ENSG00000115866",1,"DARS"
"1729","ENSG00000115884",11,"SDC1"
"1730","ENSG00000115896",1,"PLCL1"
"1731","ENSG00000115904",1,"SOS1"
"1732","ENSG00000115944",1,"COX7A2L"
"1733","ENSG00000115963",1,"RND3"
"1734","ENSG00000115966",2,"ATF2"
"1735","ENSG00000115970",7,"THADA"
"1736","ENSG00000115977",1,"AAK1"
"1737","ENSG00000116016",9,"EPAS1"
"1738","ENSG00000116030",4,"SUMO1"
"1739","ENSG00000116039",1,"ATP6V1B1"
"1740","ENSG00000116044",12,"NFE2L2"
"1741","ENSG00000116062",7,"MSH6"
"1742","ENSG00000116096",1,"SPR"
"1743","ENSG00000116106",1,"EPHA4"
"1744","ENSG00000116117",1,"PARD3B"
"1745","ENSG00000116133",2,"DHCR24"
"1746","ENSG00000116151",1,"MORN1"
"1747","ENSG00000116171",1,"SCP2"
"1748","ENSG00000116183",1,"PAPPA2"
"1749","ENSG00000116218",1,"NPHS2"
"1750","ENSG00000116251",1,"RPL22"
"1751","ENSG00000116260",2,"QSOX1"
"1752","ENSG00000116285",2,"ERRFI1"
"1753","ENSG00000116288",5,"PARK7"
"1754","ENSG00000116406",1,"EDEM3"
"1755","ENSG00000116455",6,"WDR77"
"1756","ENSG00000116459",1,"ATP5PB"
"1757","ENSG00000116473",3,"RAP1A"
"1758","ENSG00000116478",20,"HDAC1"
"1759","ENSG00000116489",2,"CAPZA1"
"1760","ENSG00000116539",1,"ASH1L"
"1761","ENSG00000116560",2,"SFPQ"
"1762","ENSG00000116667",1,"C1orf21"
"1763","ENSG00000116668",1,"SWT1"
"1764","ENSG00000116678",7,"LEPR"
"1765","ENSG00000116698",2,"SMG7"
"1766","ENSG00000116703",1,"PDC"
"1767","ENSG00000116711",2,"PLA2G4A"
"1768","ENSG00000116717",6,"GADD45A"
"1769","ENSG00000116731",1,"PRDM2"
"1770","ENSG00000116741",3,"RGS2"
"1771","ENSG00000116752",1,"BCAS2"
"1772","ENSG00000116754",2,"SRSF11"
"1773","ENSG00000116761",1,"CTH"
"1774","ENSG00000116785",1,"CFHR3"
"1775","ENSG00000116791",1,"CRYZ"
"1776","ENSG00000116809",1,"ZBTB17"
"1777","ENSG00000116833",1,"NR5A2"
"1778","ENSG00000116863",1,"ADPRHL2"
"1779","ENSG00000116906",1,"GNPAT"
"1780","ENSG00000116918",1,"TSNAX"
"1781","ENSG00000116922",1,"C1orf109"
"1782","ENSG00000116962",1,"NID1"
"1783","ENSG00000116977",5,"LGALS8"
"1784","ENSG00000116984",9,"MTR"
"1785","ENSG00000117000",1,"RLF"
"1786","ENSG00000117020",6,"AKT3"
"1787","ENSG00000117115",1,"PADI2"
"1788","ENSG00000117118",1,"SDHB"
"1789","ENSG00000117139",2,"KDM5B"
"1790","ENSG00000117143",1,"UAP1"
"1791","ENSG00000117154",1,"IGSF21"
"1792","ENSG00000117222",2,"RBBP5"
"1793","ENSG00000117298",2,"ECE1"
"1794","ENSG00000117318",6,"ID3"
"1795","ENSG00000117360",1,"PRPF3"
"1796","ENSG00000117394",7,"SLC2A1"
"1797","ENSG00000117399",8,"CDC20"
"1798","ENSG00000117419",1,"ERI3"
"1799","ENSG00000117448",1,"AKR1A1"
"1800","ENSG00000117450",6,"PRDX1"
"1801","ENSG00000117461",2,"PIK3R3"
"1802","ENSG00000117472",2,"TSPAN1"
"1803","ENSG00000117477",1,"CCDC181"
"1804","ENSG00000117480",3,"FAAH"
"1805","ENSG00000117525",8,"F3"
"1806","ENSG00000117528",1,"ABCD3"
"1807","ENSG00000117560",3,"FASLG"
"1808","ENSG00000117569",1,"PTBP2"
"1809","ENSG00000117592",2,"PRDX6"
"1810","ENSG00000117601",4,"SERPINC1"
"1811","ENSG00000117620",1,"SLC35A3"
"1812","ENSG00000117625",1,"RCOR3"
"1813","ENSG00000117632",5,"STMN1"
"1814","ENSG00000117643",2,"MAN1C1"
"1815","ENSG00000117650",1,"NEK2"
"1816","ENSG00000117676",1,"RPS6KA1"
"1817","ENSG00000117707",1,"PROX1"
"1818","ENSG00000117713",3,"ARID1A"
"1819","ENSG00000117724",2,"CENPF"
"1820","ENSG00000117859",2,"OSBPL9"
"1821","ENSG00000117868",1,"ESYT2"
"1822","ENSG00000117899",1,"MESD"
"1823","ENSG00000117906",1,"RCN2"
"1824","ENSG00000117983",1,"MUC5B"
"1825","ENSG00000117984",4,"CTSD"
"1826","ENSG00000118046",3,"STK11"
"1827","ENSG00000118058",4,"KMT2A"
"1828","ENSG00000118113",1,"MMP8"
"1829","ENSG00000118137",1,"APOA1"
"1830","ENSG00000118193",1,"KIF14"
"1831","ENSG00000118217",1,"ATF6"
"1832","ENSG00000118246",1,"FASTKD2"
"1833","ENSG00000118257",1,"NRP2"
"1834","ENSG00000118260",7,"CREB1"
"1835","ENSG00000118263",1,"KLF7"
"1836","ENSG00000118271",1,"TTR"
"1837","ENSG00000118412",1,"CASP8AP2"
"1838","ENSG00000118432",6,"CNR1"
"1839","ENSG00000118503",1,"TNFAIP3"
"1840","ENSG00000118513",4,"MYB"
"1841","ENSG00000118515",2,"SGK1"
"1842","ENSG00000118520",2,"ARG1"
"1843","ENSG00000118596",4,"SLC16A7"
"1844","ENSG00000118640",1,"VAMP8"
"1845","ENSG00000118680",1,"MYL12B"
"1846","ENSG00000118689",25,"FOXO3"
"1847","ENSG00000118690",3,"ARMC2"
"1848","ENSG00000118702",5,"GHRH"
"1849","ENSG00000118705",1,"RPN2"
"1850","ENSG00000118762",2,"PKD2"
"1851","ENSG00000118777",12,"ABCG2"
"1852","ENSG00000118785",21,"SPP1"
"1853","ENSG00000118849",5,"RARRES1"
"1854","ENSG00000118922",1,"KLF12"
"1855","ENSG00000118946",2,"PCDH17"
"1856","ENSG00000118961",3,"LDAH"
"1857","ENSG00000118971",11,"CCND2"
"1858","ENSG00000118972",3,"FGF23"
"1859","ENSG00000118985",4,"ELL2"
"1860","ENSG00000119138",2,"KLF9"
"1861","ENSG00000119139",1,"TJP2"
"1862","ENSG00000119203",1,"CPSF3"
"1863","ENSG00000119314",3,"PTBP3"
"1864","ENSG00000119318",1,"RAD23B"
"1865","ENSG00000119335",4,"SET"
"1866","ENSG00000119383",3,"PTPA"
"1867","ENSG00000119408",2,"NEK6"
"1868","ENSG00000119414",1,"PPP6C"
"1869","ENSG00000119487",1,"MAPKAP1"
"1870","ENSG00000119508",1,"NR4A3"
"1871","ENSG00000119509",1,"INVS"
"1872","ENSG00000119522",1,"DENND1A"
"1873","ENSG00000119541",1,"VPS4B"
"1874","ENSG00000119547",2,"ONECUT2"
"1875","ENSG00000119638",1,"NEK9"
"1876","ENSG00000119655",1,"NPC2"
"1877","ENSG00000119681",1,"LTBP2"
"1878","ENSG00000119684",1,"MLH3"
"1879","ENSG00000119689",2,"DLST"
"1880","ENSG00000119698",1,"PPP4R4"
"1881","ENSG00000119699",2,"TGFB3"
"1882","ENSG00000119707",2,"RBM25"
"1883","ENSG00000119711",1,"ALDH6A1"
"1884","ENSG00000119714",2,"GPR68"
"1885","ENSG00000119715",4,"ESRRB"
"1886","ENSG00000119729",1,"RHOQ"
"1887","ENSG00000119771",1,"KLHL29"
"1888","ENSG00000119772",3,"DNMT3A"
"1889","ENSG00000119866",1,"BCL11A"
"1890","ENSG00000119888",8,"EPCAM"
"1891","ENSG00000119912",2,"IDE"
"1892","ENSG00000119943",1,"PYROXD2"
"1893","ENSG00000119950",4,"MXI1"
"1894","ENSG00000119969",1,"HELLS"
"1895","ENSG00000120008",1,"WDR11"
"1896","ENSG00000120049",1,"KCNIP2"
"1897","ENSG00000120053",1,"GOT1"
"1898","ENSG00000120055",1,"C10orf95"
"1899","ENSG00000120063",4,"GNA13"
"1900","ENSG00000120071",1,"KANSL1"
"1901","ENSG00000120093",1,"HOXB3"
"1902","ENSG00000120129",2,"DUSP1"
"1903","ENSG00000120156",1,"TEK"
"1904","ENSG00000120162",2,"MOB3B"
"1905","ENSG00000120217",16,"CD274"
"1906","ENSG00000120265",1,"PCMT1"
"1907","ENSG00000120436",1,"GPR31"
"1908","ENSG00000120437",1,"ACAT2"
"1909","ENSG00000120438",1,"TCP1"
"1910","ENSG00000120471",2,"TP53AIP1"
"1911","ENSG00000120519",1,"SLC10A7"
"1912","ENSG00000120549",1,"KIAA1217"
"1913","ENSG00000120594",1,"PLXDC2"
"1914","ENSG00000120659",14,"TNFSF11"
"1915","ENSG00000120693",1,"SMAD9"
"1916","ENSG00000120694",1,"HSPH1"
"1917","ENSG00000120708",3,"TGFBI"
"1918","ENSG00000120725",1,"SIL1"
"1919","ENSG00000120738",26,"EGR1"
"1920","ENSG00000120742",1,"SERP1"
"1921","ENSG00000120798",1,"NR2C1"
"1922","ENSG00000120805",1,"ARL1"
"1923","ENSG00000120820",1,"GLT8D2"
"1924","ENSG00000120833",4,"SOCS2"
"1925","ENSG00000120837",2,"NFYB"
"1926","ENSG00000120860",2,"WASHC3"
"1927","ENSG00000120868",1,"APAF1"
"1928","ENSG00000120885",28,"CLU"
"1929","ENSG00000120889",9,"TNFRSF10B"
"1930","ENSG00000120899",10,"PTK2B"
"1931","ENSG00000120907",3,"ADRA1A"
"1932","ENSG00000120910",1,"PPP3CC"
"1933","ENSG00000120913",1,"PDLIM2"
"1934","ENSG00000120915",3,"EPHX2"
"1935","ENSG00000120942",1,"UBIAD1"
"1936","ENSG00000120948",1,"TARDBP"
"1937","ENSG00000120949",1,"TNFRSF8"
"1938","ENSG00000120992",1,"LYPLA1"
"1939","ENSG00000121005",1,"CRISPLD1"
"1940","ENSG00000121022",4,"COPS5"
"1941","ENSG00000121039",1,"RDH10"
"1942","ENSG00000121053",1,"EPX"
"1943","ENSG00000121060",2,"TRIM25"
"1944","ENSG00000121064",1,"SCPEP1"
"1945","ENSG00000121067",31,"SPOP"
"1946","ENSG00000121068",1,"TBX2"
"1947","ENSG00000121207",1,"LRAT"
"1948","ENSG00000121297",1,"TSHZ3"
"1949","ENSG00000121310",1,"ECHDC2"
"1950","ENSG00000121335",1,"PRB2"
"1951","ENSG00000121410",2,"A1BG"
"1952","ENSG00000121446",1,"RGSL1"
"1953","ENSG00000121481",3,"RNF2"
"1954","ENSG00000121486",1,"TRMT1L"
"1955","ENSG00000121542",1,"SEC22A"
"1956","ENSG00000121552",1,"CSTA"
"1957","ENSG00000121579",1,"NAA50"
"1958","ENSG00000121653",2,"MAPK8IP1"
"1959","ENSG00000121671",3,"CRY2"
"1960","ENSG00000121691",7,"CAT"
"1961","ENSG00000121764",1,"HCRTR1"
"1962","ENSG00000121769",1,"FABP3"
"1963","ENSG00000121774",3,"KHDRBS1"
"1964","ENSG00000121807",9,"CCR2"
"1965","ENSG00000121853",1,"GHSR"
"1966","ENSG00000121858",35,"TNFSF10"
"1967","ENSG00000121871",1,"SLITRK3"
"1968","ENSG00000121879",20,"PIK3CA"
"1969","ENSG00000121940",1,"CLCC1"
"1970","ENSG00000121966",37,"CXCR4"
"1971","ENSG00000121989",6,"ACVR2A"
"1972","ENSG00000122008",2,"POLK"
"1973","ENSG00000122026",1,"RPL21"
"1974","ENSG00000122035",1,"RASL11A"
"1975","ENSG00000122068",1,"FYTTD1"
"1976","ENSG00000122176",1,"FMOD"
"1977","ENSG00000122194",3,"PLG"
"1978","ENSG00000122359",2,"ANXA11"
"1979","ENSG00000122417",1,"ODF2L"
"1980","ENSG00000122420",1,"PTGFR"
"1981","ENSG00000122435",1,"TRMT13"
"1982","ENSG00000122484",1,"RPAP2"
"1983","ENSG00000122512",7,"PMS2"
